x y yaw vx_local omega alpha ax x_ref y_ref yaw_ref vx_ref omega_ref alpha_ref ax_ref kx ky kt vx_cmd om_cmd df_fa0 df_da1 df_da2 time
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.0 0.0 0.0 0.0 0.0 1516807839.53
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.0 0.0 0.0 0.0 0.0 1516807839.54
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.0 0.0 0.0 0.0 0.0 1516807839.55
-0.00531387329102 0.00224494934082 0.0018383464776 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.00424778985557 0.0 -7.59959562075e-08 0.0 0.0 1516807839.56
-0.00434875488281 -0.000619888305664 0.000612797331996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.00424778985557 0.0 -7.56372529262e-08 0.0 0.0 1516807839.57
-0.00434875488281 -0.000619888305664 0.000612797331996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.00347930714573 0.0 -1.21446701266e-07 0.0 0.0 1516807839.58
-0.00434875488281 -0.000619888305664 0.000612797331996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.00347930714573 0.0 -1.21534738872e-07 0.0 0.0 1516807839.59
-0.00851440429688 -0.00234985351562 0.00226582237519 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.00347930714573 0.0 -1.25396074468e-07 0.0 0.0 1516807839.6
-0.00851440429688 -0.00234985351562 0.00226582237519 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.00681576542939 0.0 -5.00512774245e-07 0.0 0.0 1516807839.61
-0.00369453430176 -0.000431060791016 0.00217939401045 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.0029563719826 0.0 -7.87039745239e-08 0.0 0.0 1516807839.62
-0.00369453430176 -0.000431060791016 0.00217939401045 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.0029563719826 0.0 -7.83048399731e-08 0.0 0.0 1516807839.63
-0.0041675567627 -3.24249267578e-05 0.00169838103466 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.0029563719826 0.0 -7.81630678637e-08 0.0 0.0 1516807839.64
