time,x,y,yaw,d_x,d_y,d_yaw,x_ref,y_ref,yaw_ref,d_x_ref,d_y_ref,d_yaw_ref,xe,ye,yaw_e,vx_local,vx_local_ref,vc,wc,kx,ky,kt,accuracy,cost
10213.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
10213.982,0.0009651888320781343,1.1537509136738677e-05,9.492919347178514e-05,0.013863701667403997,0.0004908152912914847,0.0013456898802663888,0.0024879779666662216,1.7428704950361862e-06,0.0012439894489943981,0.02158673107624054,2.1257899788906798e-05,0.010793371126055717,0.0015227881979295954,-9.939195741726976e-06,0.001149060255522613,0.01386374819763694,0.0215867422521,0.02310951619912868,0.010817746478452102,1.0,2.0,1.0,0.0,4.695988881292673e-06
10214.132,0.0009651888320781343,1.1537509136738677e-05,9.492919347178514e-05,0.013863701667403997,0.0004908152912914847,0.0013456898802663888,0.0024879779666662216,1.7428704950361862e-06,0.0012439894489943981,0.02158673107624054,2.1257899788906798e-05,0.010793371126055717,0.0015227881979295954,-9.939195741726976e-06,0.001149060255522613,0.01386374819763694,0.0215867422521,0.02310951619912868,0.010817746478452102,1.0,2.0,1.0,0.0,4.695988881292673e-06
10214.282,0.012409995845382105,0.00021374016619518654,0.0012249491101333932,0.07204182355668694,0.0012289063021354658,0.0076973335786859574,0.019246786832809448,9.864570165518671e-05,0.009623570367693901,0.10349196940660477,0.001001308555714786,0.05174845829606056,0.006836644873297783,-0.00012346909713220874,0.008398621257560508,0.07204327485460874,0.103496812284,0.11032980700975246,0.05259212128910152,1.0,2.0,1.0,0.0,0.00017378224646362713
10214.433,0.012409995845382105,0.00021374016619518654,0.0012249491101333932,0.07204182355668694,0.0012289063021354658,0.0076973335786859574,0.019246786832809448,9.864570165518671e-05,0.009623570367693901,0.10349196940660477,0.001001308555714786,0.05174845829606056,0.006836644873297783,-0.00012346909713220874,0.008398621257560508,0.07204327485460874,0.103496812284,0.11032980700975246,0.05259212128910152,1.0,2.0,1.0,0.0,0.00017378224646362713
10214.582,0.049164846039270266,0.0010845975124950114,0.0055404285094194546,0.18170251010334562,0.004578913080514151,0.02903290513296719,0.05802100896835327,0.00084180902922526,0.029014576226472855,0.21573972702026367,0.0061936937272548676,0.10791442543268204,0.0088546818581482,-0.0002918514434668302,0.0234741477170534,0.18172509031951561,0.215828612447,0.22462383240980688,0.11285437309767365,1.0,2.0,1.0,0.0,0.0010706953770099651
10214.732,0.049164846039270266,0.0010845975124950114,0.0055404285094194546,0.18170251010334562,0.004578913080514151,0.02903290513296719,0.05802100896835327,0.00084180902922526,0.029014576226472855,0.21573972702026367,0.0061936937272548676,0.10791442543268204,0.0088546818581482,-0.0002918514434668302,0.0234741477170534,0.18172509031951561,0.215828612447,0.22462383240980688,0.11285437309767365,1.0,2.0,1.0,0.0,0.0010706953770099651
10214.882,0.12321100862587045,0.003982275956396553,0.02064566431067984,0.3424450151118808,0.01661987882594019,0.07844314227685496,0.14386621117591858,0.0051811495795845985,0.07199528813362122,0.3429284989833832,0.024532904848456383,0.17190299928188324,0.02067555041801014,0.0007722080420530181,0.05134962382294138,0.3427151392946394,0.34380492568,0.3640273060465842,0.19008047335533423,1.0,2.0,1.0,0.0,0.005176670871552396
10215.032,0.2275829327011761,0.01026429183367178,0.04711440819779013,0.4116227632600523,0.030276549356434576,0.10896497766018542,0.2582128942012787,0.01673862151801586,0.12946784496307373,0.40706148743629456,0.05269335210323334,0.20522990822792053,0.020813692288140985,0.004286286754006688,0.0772962583275738,0.41259192838324543,0.410457849503,0.4237591910854628,0.2367522042121864,1.0,2.0,1.0,0.0,0.011279551849950723
10215.182,0.2275829327011761,0.01026429183367178,0.04711440819779013,0.4116227632600523,0.030276549356434576,0.10896497766018542,0.2582128942012787,0.01673862151801586,0.12946784496307373,0.40706148743629456,0.05269335210323334,0.20522990822792053,0.020813692288140985,0.004286286754006688,0.0772962583275738,0.41259192838324543,0.410457849503,0.4237591910854628,0.2367522042121864,1.0,2.0,1.0,0.0,0.011279551849950723
10215.333,0.34480700146210946,0.02092860595832574,0.07893593631752266,0.4325173522219562,0.044167473478052735,0.11343844960661138,0.3616037964820862,0.033062469214200974,0.1818109154701233,0.4140896201133728,0.07621684670448303,0.210526242852211,0.017701296274482952,0.010771586264723024,0.10287497915260063,0.4346533508849169,0.421045392752,0.43652063659387685,0.2628355704207943,1.0,2.0,1.0,0.0,0.019943341647255298
10215.482,0.34480700146210946,0.02092860595832574,0.07893593631752266,0.4325173522219562,0.044167473478052735,0.11343844960661138,0.3616037964820862,0.033062469214200974,0.1818109154701233,0.4140896201133728,0.07621684670448303,0.210526242852211,0.017701296274482952,0.010771586264723024,0.10287497915260063,0.4346533508849169,0.421045392752,0.43652063659387685,0.2628355704207943,1.0,2.0,1.0,0.0,0.019943341647255298
10215.631,0.46266362564928576,0.03491086916113306,0.1120739811557949,0.4260599163236605,0.05843946008250886,0.12861069374482972,0.48502790927886963,0.059807103127241135,0.24496881663799286,0.4084535837173462,0.10220061242580414,0.21052634716033936,0.025008359021949395,0.022238831511321555,0.13289483548219796,0.4299227772321143,0.421045482159,0.4423412600295944,0.28504367848176476,1.0,2.0,1.0,0.0,0.03488811329202829
10215.782,0.46266362564928576,0.03491086916113306,0.1120739811557949,0.4260599163236605,0.05843946008250886,0.12861069374482972,0.48502790927886963,0.059807103127241135,0.24496881663799286,0.4084535837173462,0.10220061242580414,0.21052634716033936,0.025008359021949395,0.022238831511321555,0.13289483548219796,0.4299227772321143,0.421045482159,0.4423412600295944,0.28504367848176476,1.0,2.0,1.0,0.0,0.03488811329202829
10215.932,0.579638956661586,0.052848825311105574,0.1490408017376607,0.4228148139214104,0.07297112144439005,0.13693747329737369,0.5864538550376892,0.087914377450943,0.2976004183292389,0.40263834595680237,0.12314970791339874,0.21052633225917816,0.011946219252787247,0.03366487237927102,0.14855961659157818,0.42896292889688353,0.421050459146,0.42835893406042236,0.3011968173870069,1.0,2.0,1.0,0.0,0.04553525774330477
10216.082,0.579638956661586,0.052848825311105574,0.1490408017376607,0.4228148139214104,0.07297112144439005,0.13693747329737369,0.5864538550376892,0.087914377450943,0.2976004183292389,0.40263834595680237,0.12314970791339874,0.21052633225917816,0.011946219252787247,0.03366487237927102,0.14855961659157818,0.42896292889688353,0.421050459146,0.42835893406042236,0.3011968173870069,1.0,2.0,1.0,0.0,0.04553525774330477
10216.232,0.6956617019724638,0.07563722336130552,0.19020264831577294,0.4177484161070616,0.0918681058115191,0.158227365472312,0.7059676051139832,0.12874123454093933,0.36075830459594727,0.39406275749206543,0.14831723272800446,0.21052633225917816,0.00976952638154308,0.048511902635568885,0.16529247673954017,0.4275831078484077,0.421050429344,0.4250768615580359,0.32065725937022316,1.0,2.0,1.0,0.0,0.061041352292378816
10216.382,0.6956617019724638,0.07563722336130552,0.19020264831577294,0.4177484161070616,0.0918681058115191,0.158227365472312,0.7059676051139832,0.12874123454093933,0.36075830459594727,0.39406275749206543,0.14831723272800446,0.21052633225917816,0.00976952638154308,0.048511902635568885,0.16529247673954017,0.4275831078484077,0.421050429344,0.4250768615580359,0.32065725937022316,1.0,2.0,1.0,0.0,0.061041352292378816
10216.534,0.8087907793362341,0.10319703142985182,0.23423219197190154,0.40506857983191175,0.10757833916107606,0.1652390531852074,0.8130303621292114,0.17279334366321564,0.4186530113220215,0.38554298877716064,0.16922177374362946,0.21052618324756622,0.009919554607924416,0.06483390752306888,0.17915766961180818,0.41897582970484704,0.421045601368,0.42422596146536073,0.34015290460010195,1.0,2.0,1.0,0.0,0.0788910224324897
10216.682,0.9193368157070281,0.13550893346377146,0.2809163127852366,0.40095858463129846,0.12558147640074904,0.17375891018049427,0.89867103099823,0.21327397227287292,0.46602144837379456,0.37629783153533936,0.18890027701854706,0.21052631735801697,0.0017035574423646983,0.08044609257541359,0.18510513558855796,0.42005745877283085,0.421050310135,0.41556102549607343,0.35576427838096564,1.0,2.0,1.0,0.0,0.09403581135948466
10216.833,0.9193368157070281,0.13550893346377146,0.2809163127852366,0.40095858463129846,0.12558147640074904,0.17375891018049427,0.89867103099823,0.21327397227287292,0.46602144837379456,0.37629783153533936,0.18890027701854706,0.21052631735801697,0.0017035574423646983,0.08044609257541359,0.18510513558855796,0.42005745877283085,0.421050310135,0.41556102549607343,0.35576427838096564,1.0,2.0,1.0,0.0,0.09403581135948466
10216.981,1.0293414506955225,0.17310517821758603,0.33024637278248015,0.39919085803698656,0.14784482389379663,0.1813082781430358,1.0096502304077148,0.27355682849884033,0.5291793346405029,0.36362504959106445,0.21227428317070007,0.21052634716033936,0.013946913588398946,0.10140888423608713,0.19893296185802278,0.42556211638515096,0.421050518751,0.4266934772159891,0.37913232970582167,1.0,2.0,1.0,0.0,0.12284710737317285
10217.133,1.0293414506955225,0.17310517821758603,0.33024637278248015,0.39919085803698656,0.14784482389379663,0.1813082781430358,1.0096502304077148,0.27355682849884033,0.5291793346405029,0.36362504959106445,0.21227428317070007,0.21052634716033936,0.013946913588398946,0.10140888423608713,0.19893296185802278,0.42556211638515096,0.421050518751,0.4266934772159891,0.37913232970582167,1.0,2.0,1.0,0.0,0.12284710737317285
10217.282,1.13933472844822,0.21702594318393092,0.38134361424570157,0.4090026065444579,0.1748121222620423,0.19657927301495262,1.116603136062622,0.3407239317893982,0.5923372507095337,0.34950199723243713,0.23480163514614105,0.21052631735801697,0.014624157760619323,0.12116748903149188,0.20573042712087558,0.4446815381489523,0.421050429344,0.4267907631212489,0.39857239766432107,1.0,2.0,1.0,0.0,0.14980668353919924
10217.432,1.13933472844822,0.21702594318393092,0.38134361424570157,0.4090026065444579,0.1748121222620423,0.19657927301495262,1.116603136062622,0.3407239317893982,0.5923372507095337,0.34950199723243713,0.23480163514614105,0.21052631735801697,0.014624157760619323,0.12116748903149188,0.20573042712087558,0.4446815381489523,0.421050429344,0.4267907631212489,0.39857239766432107,1.0,2.0,1.0,0.0,0.14980668353919924
10217.582,1.245793809556424,0.2661919503837648,0.43622893120544437,0.36969724312431357,0.1820190958949745,0.19703037998702055,1.2106972932815552,0.4081725776195526,0.6502319574356079,0.3364119231700897,0.25319230556488037,0.21052618324756622,0.028180523354062882,0.14351349089333373,0.21400302623016354,0.4119831800424075,0.421045511961,0.43962140211307954,0.42079643165821984,1.0,2.0,1.0,0.0,0.18620988366266633
10217.732,1.245793809556424,0.2661919503837648,0.43622893120544437,0.36969724312431357,0.1820190958949745,0.19703037998702055,1.2106972932815552,0.4081725776195526,0.6502319574356079,0.3364119231700897,0.25319230556488037,0.21052618324756622,0.028180523354062882,0.14351349089333373,0.21400302623016354,0.4119831800424075,0.421045511961,0.43962140211307954,0.42079643165821984,1.0,2.0,1.0,0.0,0.18620988366266633
10217.882,1.350693076619935,0.32242963353037857,0.4931990985921753,0.36394760819862404,0.20741381897592392,0.19868621638801126,1.300758957862854,0.48091259598731995,0.7081267237663269,0.3197607398033142,0.2739201486110687,0.21052618324756622,0.03105003893069668,0.1632365176287977,0.2149276251741516,0.4187726124993285,0.421045333147,0.4424078905827872,0.4377852984484383,1.0,2.0,1.0,0.0,0.2173438996688828
