x y yaw vx_local omega alpha ax x_ref y_ref yaw_ref vx_ref omega_ref alpha_ref ax_ref vx_cmd om_cmd time
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1516817151.17
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1516817151.19
0.0051155090332 -0.0056266784668 0.00258410163224 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00488334549963 1516817151.21
0.0051155090332 -0.0056266784668 0.00258410163224 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00488334549963 1516817151.23
0.0035457611084 -0.00303268432617 0.00249927816913 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00529068938519 1516817151.25
0.0035457611084 -0.00303268432617 0.00249927816913 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00529068938519 1516817151.27
0.00364685058594 -0.00564765930176 0.00248073041439 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00463725046317 1516817151.29
0.00470161437988 -0.00442504882812 0.00218257750385 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00422683611574 1516817151.31
0.00338363647461 -0.00163269042969 0.00224434724078 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00557515525321 1516817151.33
0.00338363647461 -0.00163269042969 0.00224434724078 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00502251579488 1516817151.35
0.00382232666016 -0.00631904602051 0.00325931212865 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00629728422873 1516817151.37
0.00382232666016 -0.00631904602051 0.00325931212865 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00629728422873 1516817151.39
0.00408363342285 -0.00592041015625 0.00294756283984 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00566288425649 1516817151.41
0.00408363342285 -0.00592041015625 0.00294756283984 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00566288425649 1516817151.43
0.00489234924316 -0.00522422790527 0.00288304546848 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00567478624855 1516817151.45
0.00489234924316 -0.00522422790527 0.00288304546848 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00567478624855 1516817151.47
