x y yaw vx_local omega alpha ax x_ref y_ref yaw_ref vx_ref omega_ref alpha_ref ax_ref kx ky kt vx_cmd om_cmd df_fa0 df_da1 df_da2 time
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.8 12.0 6.0 0.0 0.0 0.0 0.0 0.0 1516813903.47
0.00161933898926 -0.0013542175293 0.00192699278705 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.800000017398 12.0 6.0 -0.00129338116166 0.0 -1.21785406923e-08 0.0 0.0 1516813903.48
0.00142097473145 0.00202178955078 -0.00191957154311 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.800000034881 12.0 6.0 -0.00129338118993 0.0 -1.2238370458e-08 0.0 0.0 1516813903.49
0.00142097473145 0.00202178955078 -0.00191957154311 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.80000009079 12.0 6.0 -0.00113367304559 0.0 -3.91363999495e-08 0.0 0.0 1516813903.5
0.00142097473145 0.00202178955078 -0.00191957154311 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.800000147128 12.0 6.0 -0.00113367312543 0.0 -3.94360812283e-08 0.0 0.0 1516813903.51
0.000984191894531 0.000171661376953 -0.00119573273696 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.800000159516 12.0 6.0 -0.000787188900853 0.0 -8.67181285347e-09 0.0 0.0 1516813903.52
0.00251197814941 0.00174713134766 -0.0018170515541 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.800000171924 12.0 6.0 -0.000787188913062 0.0 -8.68544085595e-09 0.0 0.0 1516813903.53
0.00251197814941 0.00174713134766 -0.0018170515541 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.800000301899 12.0 6.0 -0.00200704025865 0.0 -9.09827584914e-08 0.0 0.0 1516813903.54
0.00251197814941 0.00174713134766 -0.0018170515541 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.800000431146 12.0 6.0 -0.00200704058291 0.0 -9.04725377679e-08 0.0 0.0 1516813903.55
0.00448226928711 0.000429153442383 -0.00175792374648 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.800000712371 12.0 6.0 -0.00358520954666 0.0 -1.96857423037e-07 0.0 0.0 1516813903.56
